PIB a preços de mercado - Valores Correntes
 ;1º trimestre 1996;2º trimestre 1996;3º trimestre 1996;4º trimestre 1996;1º trimestre 1997;2º trimestre 1997;3º trimestre 1997;4º trimestre 1997;1º trimestre 1998;2º trimestre 1998;3º trimestre 1998;4º trimestre 1998;1º trimestre 1999;2º trimestre 1999;3º trimestre 1999;4º trimestre 1999;1º trimestre 2000;2º trimestre 2000;3º trimestre 2000;4º trimestre 2000;1º trimestre 2001;2º trimestre 2001;3º trimestre 2001;4º trimestre 2001;1º trimestre 2002;2º trimestre 2002;3º trimestre 2002;4º trimestre 2002;1º trimestre 2003;2º trimestre 2003;3º trimestre 2003;4º trimestre 2003;1º trimestre 2004;2º trimestre 2004;3º trimestre 2004;4º trimestre 2004;1º trimestre 2005;2º trimestre 2005;3º trimestre 2005;4º trimestre 2005;1º trimestre 2006;2º trimestre 2006;3º trimestre 2006;4º trimestre 2006;1º trimestre 2007;2º trimestre 2007;3º trimestre 2007;4º trimestre 2007;1º trimestre 2008;2º trimestre 2008;3º trimestre 2008;4º trimestre 2008;1º trimestre 2009;2º trimestre 2009;3º trimestre 2009;4º trimestre 2009;1º trimestre 2010;2º trimestre 2010;3º trimestre 2010;4º trimestre 2010;1º trimestre 2011;2º trimestre 2011;3º trimestre 2011;4º trimestre 2011;1º trimestre 2012;2º trimestre 2012;3º trimestre 2012;4º trimestre 2012;1º trimestre 2013;2º trimestre 2013;3º trimestre 2013;4º trimestre 2013;1º trimestre 2014;2º trimestre 2014;3º trimestre 2014;4º trimestre 2014;1º trimestre 2015;2º trimestre 2015;3º trimestre 2015;4º trimestre 2015;1º trimestre 2016;2º trimestre 2016;3º trimestre 2016;4º trimestre 2016;1º trimestre 2017;2º trimestre 2017;3º trimestre 2017;4º trimestre 2017;1º trimestre 2018;2º trimestre 2018;3º trimestre 2018;4º trimestre 2018;1º trimestre 2019;2º trimestre 2019;3º trimestre 2019;4º trimestre 2019;1º trimestre 2020;2º trimestre 2020;3º trimestre 2020;4º trimestre 2020;1º trimestre 2021;2º trimestre 2021;3º trimestre 2021;4º trimestre 2021;1º trimestre 2022;2º trimestre 2022;3º trimestre 2022;4º trimestre 2022;1º trimestre 2023
Brasil;189323;204611;221513;239316;219117;232890;246178;253904;235701;251936;258043;256671;250668;268709;274126;294208;276927;292789;308896;320481;312470;323724;332524;347038;342297;367363;379795;399333;397242;418987;439350;462372;444783;481795;505252;525920;499710;535557;552859;582458;554270;581977;617848;655355;631423;670655;691846;726339;712055;769525;812603;815620;756127;803577;852843;920492;886397;944145;997935;1057370;1016531;1086712;1112334;1160805;1129474;1183126;1230449;1271711;1241613;1322580;1354134;1413292;1385982;1422323;1462126;1508522;1456654;1479965;1508228;1550940;1500319;1559071;1577172;1632766;1585585;1630638;1648631;1720626;1682460;1734454;1767868;1819359;1756054;1825143;1880548;1927386;1873398;1757517;1929703;2048979;2152622;2182049;2254492;2309564;2315709;2471837;2543645;2584126;2556531

Fonte: "IBGE - Contas Nacionais Trimestrais"
