id_subsistema;nom_subsistema;din_instante;val_cargaenergiahomwmed
N;NORTE;2021-01-01 00:00:00;5511.80100000
NE;NORDESTE;2021-01-01 00:00:00;10343.54000000
S;SUL;2021-01-01 00:00:00;9060.56698583
SE;SUDESTE;2021-01-01 00:00:00;33498.35200000
N;NORTE;2021-01-01 01:00:00;5470.13300000
NE;NORDESTE;2021-01-01 01:00:00;10428.16700000
S;SUL;2021-01-01 01:00:00;9020.19098754
SE;SUDESTE;2021-01-01 01:00:00;33183.00599999
N;NORTE;2021-01-01 02:00:00;5497.59099999
NE;NORDESTE;2021-01-01 02:00:00;10428.88100000
S;SUL;2021-01-01 02:00:00;8696.53799584
SE;SUDESTE;2021-01-01 02:00:00;32630.70100000
N;NORTE;2021-01-01 03:00:00;5508.80300000
NE;NORDESTE;2021-01-01 03:00:00;10380.59399999
S;SUL;2021-01-01 03:00:00;8338.06700094
SE;SUDESTE;2021-01-01 03:00:00;31738.47000000
N;NORTE;2021-01-01 04:00:00;5408.82800000
NE;NORDESTE;2021-01-01 04:00:00;10244.21500000
S;SUL;2021-01-01 04:00:00;8081.06600000
SE;SUDESTE;2021-01-01 04:00:00;31233.24299999
N;NORTE;2021-01-01 05:00:00;5380.98300000
NE;NORDESTE;2021-01-01 05:00:00;9499.54500000
S;SUL;2021-01-01 05:00:00;7716.09499999
SE;SUDESTE;2021-01-01 05:00:00;29944.32900000
N;NORTE;2021-01-01 06:00:00;5118.75300000
NE;NORDESTE;2021-01-01 06:00:00;8972.63100000
S;SUL;2021-01-01 06:00:00;7322.26200000
SE;SUDESTE;2021-01-01 06:00:00;28583.58700000
N;NORTE;2021-01-01 07:00:00;4938.01600000
NE;NORDESTE;2021-01-01 07:00:00;8838.26800000
S;SUL;2021-01-01 07:00:00;7383.17100000
SE;SUDESTE;2021-01-01 07:00:00;28589.81200000
N;NORTE;2021-01-01 08:00:00;4865.54099999
NE;NORDESTE;2021-01-01 08:00:00;8734.11800000
S;SUL;2021-01-01 08:00:00;7472.91900000
SE;SUDESTE;2021-01-01 08:00:00;29052.18000000
N;NORTE;2021-01-01 09:00:00;4837.33000000
NE;NORDESTE;2021-01-01 09:00:00;8612.69100000
S;SUL;2021-01-01 09:00:00;7680.78800000
SE;SUDESTE;2021-01-01 09:00:00;29675.05100000
N;NORTE;2021-01-01 10:00:00;4803.44199999
NE;NORDESTE;2021-01-01 10:00:00;8609.39500000
S;SUL;2021-01-01 10:00:00;7904.68300000
SE;SUDESTE;2021-01-01 10:00:00;30490.90899999
N;NORTE;2021-01-01 11:00:00;4753.33800000
NE;NORDESTE;2021-01-01 11:00:00;8657.84499999
S;SUL;2021-01-01 11:00:00;8018.56300000
SE;SUDESTE;2021-01-01 11:00:00;31191.93900000
N;NORTE;2021-01-01 12:00:00;4748.48999999
NE;NORDESTE;2021-01-01 12:00:00;8714.39100000
S;SUL;2021-01-01 12:00:00;7792.83800000
SE;SUDESTE;2021-01-01 12:00:00;31207.96600000
N;NORTE;2021-01-01 13:00:00;4840.73599999
NE;NORDESTE;2021-01-01 13:00:00;8767.51600000
