id_subsistema;nom_subsistema;din_instante;val_cargaenergiahomwmed
N;NORTE;2009-01-01 00:00:00;3605.45000000
NE;NORDESTE;2009-01-01 00:00:00;7112.16000000
S;SUL;2009-01-01 00:00:00;6948.62948000
SE;SUDESTE;2009-01-01 00:00:00;24734.02000000
N;NORTE;2009-01-01 01:00:00;3496.79000000
NE;NORDESTE;2009-01-01 01:00:00;6750.56000000
S;SUL;2009-01-01 01:00:00;6717.12650000
SE;SUDESTE;2009-01-01 01:00:00;24175.09000000
N;NORTE;2009-01-01 02:00:00;3454.81000000
NE;NORDESTE;2009-01-01 02:00:00;6591.74000000
S;SUL;2009-01-01 02:00:00;6307.36972000
SE;SUDESTE;2009-01-01 02:00:00;23322.30000000
N;NORTE;2009-01-01 03:00:00;3433.13000000
NE;NORDESTE;2009-01-01 03:00:00;6453.97999999
S;SUL;2009-01-01 03:00:00;5995.84365999
SE;SUDESTE;2009-01-01 03:00:00;22378.24000000
N;NORTE;2009-01-01 04:00:00;3416.18999999
NE;NORDESTE;2009-01-01 04:00:00;6310.75000000
S;SUL;2009-01-01 04:00:00;5778.79676000
SE;SUDESTE;2009-01-01 04:00:00;21648.62000000
N;NORTE;2009-01-01 05:00:00;3428.40000000
NE;NORDESTE;2009-01-01 05:00:00;6176.58999999
S;SUL;2009-01-01 05:00:00;5706.13888000
SE;SUDESTE;2009-01-01 05:00:00;21300.03000000
N;NORTE;2009-01-01 06:00:00;3349.62000000
NE;NORDESTE;2009-01-01 06:00:00;5490.93999999
S;SUL;2009-01-01 06:00:00;5406.57564000
SE;SUDESTE;2009-01-01 06:00:00;20172.59999999
N;NORTE;2009-01-01 07:00:00;3186.44000000
NE;NORDESTE;2009-01-01 07:00:00;5226.51999999
S;SUL;2009-01-01 07:00:00;5103.88840000
SE;SUDESTE;2009-01-01 07:00:00;19178.91000000
N;NORTE;2009-01-01 08:00:00;3106.10000000
NE;NORDESTE;2009-01-01 08:00:00;5280.06000000
S;SUL;2009-01-01 08:00:00;5316.26194000
SE;SUDESTE;2009-01-01 08:00:00;19621.89000000
N;NORTE;2009-01-01 09:00:00;3099.29000000
NE;NORDESTE;2009-01-01 09:00:00;5384.01999999
S;SUL;2009-01-01 09:00:00;5508.93550000
