id_subsistema;nom_subsistema;din_instante;val_cargaenergiahomwmed
N;NORTE;2019-01-01 00:00:00;4888.03300000
NE;NORDESTE;2019-01-01 00:00:00;9831.71799999
S;SUL;2019-01-01 00:00:00;9570.66099999
SE;SUDESTE;2019-01-01 00:00:00;31079.29999999
N;NORTE;2019-01-01 01:00:00;4741.86400000
NE;NORDESTE;2019-01-01 01:00:00;9550.74600000
S;SUL;2019-01-01 01:00:00;9947.29800000
SE;SUDESTE;2019-01-01 01:00:00;31008.37299999
N;NORTE;2019-01-01 02:00:00;4725.92599999
NE;NORDESTE;2019-01-01 02:00:00;9649.20999999
S;SUL;2019-01-01 02:00:00;9885.72300000
SE;SUDESTE;2019-01-01 02:00:00;30680.78800000
N;NORTE;2019-01-01 03:00:00;4758.10099999
NE;NORDESTE;2019-01-01 03:00:00;9703.04300000
S;SUL;2019-01-01 03:00:00;9573.50399999
SE;SUDESTE;2019-01-01 03:00:00;29990.88399999
N;NORTE;2019-01-01 04:00:00;4778.51499999
NE;NORDESTE;2019-01-01 04:00:00;9685.48800000
S;SUL;2019-01-01 04:00:00;9329.86500000
SE;SUDESTE;2019-01-01 04:00:00;29428.40100000
N;NORTE;2019-01-01 05:00:00;4762.56400000
NE;NORDESTE;2019-01-01 05:00:00;9605.43399999
S;SUL;2019-01-01 05:00:00;9183.63400000
SE;SUDESTE;2019-01-01 05:00:00;28944.09500000
N;NORTE;2019-01-01 06:00:00;4649.68199999
NE;NORDESTE;2019-01-01 06:00:00;8820.12199999
S;SUL;2019-01-01 06:00:00;8644.65100000
SE;SUDESTE;2019-01-01 06:00:00;27591.23200000
N;NORTE;2019-01-01 07:00:00;4415.60800000
NE;NORDESTE;2019-01-01 07:00:00;8447.44700000
S;SUL;2019-01-01 07:00:00;8362.27500000
SE;SUDESTE;2019-01-01 07:00:00;26770.62999999
N;NORTE;2019-01-01 08:00:00;4336.19500000
NE;NORDESTE;2019-01-01 08:00:00;8459.45000000
S;SUL;2019-01-01 08:00:00;8580.72100000
SE;SUDESTE;2019-01-01 08:00:00;27492.17300000
N;NORTE;2019-01-01 09:00:00;4333.23500000
NE;NORDESTE;2019-01-01 09:00:00;8529.30100000
S;SUL;2019-01-01 09:00:00;8845.89500000
SE;SUDESTE;2019-01-01 09:00:00;28537.54900000
N;NORTE;2019-01-01 10:00:00;4328.02600000
NE;NORDESTE;2019-01-01 10:00:00;8563.33099999
S;SUL;2019-01-01 10:00:00;9073.88699999
SE;SUDESTE;2019-01-01 10:00:00;29404.58999999
N;NORTE;2019-01-01 11:00:00;4371.77499999
NE;NORDESTE;2019-01-01 11:00:00;8545.63299999
S;SUL;2019-01-01 11:00:00;9168.78700000
SE;SUDESTE;2019-01-01 11:00:00;30095.93599999
N;NORTE;2019-01-01 12:00:00;4353.58900000
NE;NORDESTE;2019-01-01 12:00:00;8564.11000000
S;SUL;2019-01-01 12:00:00;9105.39300000
SE;SUDESTE;2019-01-01 12:00:00;30188.03399999
N;NORTE;2019-01-01 13:00:00;4362.48700000
NE;NORDESTE;2019-01-01 13:00:00;8573.97599999
S;SUL;2019-01-01 13:00:00;9195.91200000
SE;SUDESTE;2019-01-01 13:00:00;29733.91699999
N;NORTE;2019-01-01 14:00:00;4417.03600000
NE;NORDESTE;2019-01-01 14:00:00;8615.11600000
S;SUL;2019-01-01 14:00:00;9475.72599999
SE;SUDESTE;2019-01-01 14:00:00;29513.40899999
N;NORTE;2019-01-01 15:00:00;4485.33300000
NE;NORDESTE;2019-01-01 15:00:00;8647.92899999
S;SUL;2019-01-01 15:00:00;9673.69500000
SE;SUDESTE;2019-01-01 15:00:00;29636.18000000
N;NORTE;2019-01-01 16:00:00;4532.87800000
NE;NORDESTE;2019-01-01 16:00:00;8699.49599999
S;SUL;2019-01-01 16:00:00;9801.91300000
SE;SUDESTE;2019-01-01 16:00:00;30102.73900000
N;NORTE;2019-01-01 17:00:00;4515.63100000
NE;NORDESTE;2019-01-01 17:00:00;8665.31200000
S;SUL;2019-01-01 17:00:00;9901.64400000
SE;SUDESTE;2019-01-01 17:00:00;30572.92100000
N;NORTE;2019-01-01 18:00:00;4518.25500000
NE;NORDESTE;2019-01-01 18:00:00;8703.21300000
S;SUL;2019-01-01 18:00:00;10053.75000000
SE;SUDESTE;2019-01-01 18:00:00;31299.29200000
N;NORTE;2019-01-01 19:00:00;4834.82199999
NE;NORDESTE;2019-01-01 19:00:00;10081.96699999
S;SUL;2019-01-01 19:00:00;10092.64900000
SE;SUDESTE;2019-01-01 19:00:00;32668.28100000
N;NORTE;2019-01-01 20:00:00;5209.77299999
NE;NORDESTE;2019-01-01 20:00:00;10559.91000000
S;SUL;2019-01-01 20:00:00;11089.65700000
SE;SUDESTE;2019-01-01 20:00:00;36766.94599999
N;NORTE;2019-01-01 21:00:00;5323.81400000
NE;NORDESTE;2019-01-01 21:00:00;10547.13900000
S;SUL;2019-01-01 21:00:00;12167.74999999
SE;SUDESTE;2019-01-01 21:00:00;37596.63299999
N;NORTE;2019-01-01 22:00:00;5417.54899999
NE;NORDESTE;2019-01-01 22:00:00;10733.22599999
S;SUL;2019-01-01 22:00:00;12390.00699999
SE;SUDESTE;2019-01-01 22:00:00;37169.03899999
N;NORTE;2019-01-01 23:00:00;5459.49799999
NE;NORDESTE;2019-01-01 23:00:00;10771.84099999
S;SUL;2019-01-01 23:00:00;12116.86600000
SE;SUDESTE;2019-01-01 23:00:00;35782.24800000
N;NORTE;2019-01-02 00:00:00;5388.67000000
NE;NORDESTE;2019-01-02 00:00:00;10547.73700000
S;SUL;2019-01-02 00:00:00;11405.17900000
SE;SUDESTE;2019-01-02 00:00:00;33808.68699999
N;NORTE;2019-01-02 01:00:00;5276.12000000
NE;NORDESTE;2019-01-02 01:00:00;10253.35800000
S;SUL;2019-01-02 01:00:00;10832.63200000
SE;SUDESTE;2019-01-02 01:00:00;32153.79400000
N;NORTE;2019-01-02 02:00:00;5195.77299999
NE;NORDESTE;2019-01-02 02:00:00;9947.64900000
S;SUL;2019-01-02 02:00:00;10428.95999999
SE;SUDESTE;2019-01-02 02:00:00;31014.31700000
N;NORTE;2019-01-02 03:00:00;5073.81700000
NE;NORDESTE;2019-01-02 03:00:00;9749.83900000
S;SUL;2019-01-02 03:00:00;10135.55300000
SE;SUDESTE;2019-01-02 03:00:00;30383.61000000
N;NORTE;2019-01-02 04:00:00;4975.64799999
NE;NORDESTE;2019-01-02 04:00:00;9580.87299999
S;SUL;2019-01-02 04:00:00;10012.77600000
SE;SUDESTE;2019-01-02 04:00:00;30407.04899999
N;NORTE;2019-01-02 05:00:00;4918.71699999
NE;NORDESTE;2019-01-02 05:00:00;9448.07899999
