id_subsistema;nom_subsistema;din_instante;val_cargaenergiahomwmed
N;NORTE;2001-01-01 00:00:00;2588.67999999
NE;NORDESTE;2001-01-01 00:00:00;5936.80000000
S;SUL;2001-01-01 00:00:00;6108.06000000
SE;SUDESTE;2001-01-01 00:00:00;22471.11200388
N;NORTE;2001-01-01 01:00:00;2579.67000000
NE;NORDESTE;2001-01-01 01:00:00;5739.30000000
S;SUL;2001-01-01 01:00:00;5640.25000000
SE;SUDESTE;2001-01-01 01:00:00;21650.40200388
N;NORTE;2001-01-01 02:00:00;2543.06000000
NE;NORDESTE;2001-01-01 02:00:00;5549.20000000
S;SUL;2001-01-01 02:00:00;5076.38999999
SE;SUDESTE;2001-01-01 02:00:00;20611.54065030
N;NORTE;2001-01-01 03:00:00;2496.12000000
NE;NORDESTE;2001-01-01 03:00:00;5378.50000000
S;SUL;2001-01-01 03:00:00;4770.32000000
SE;SUDESTE;2001-01-01 03:00:00;19552.60200388
N;NORTE;2001-01-01 04:00:00;2469.99000000
NE;NORDESTE;2001-01-01 04:00:00;5227.09999999
S;SUL;2001-01-01 04:00:00;4578.74000000
SE;SUDESTE;2001-01-01 04:00:00;18895.54065030
N;NORTE;2001-01-01 05:00:00;2444.50999999
NE;NORDESTE;2001-01-01 05:00:00;5117.60000000
S;SUL;2001-01-01 05:00:00;4502.59999999
SE;SUDESTE;2001-01-01 05:00:00;18600.74065030
N;NORTE;2001-01-01 06:00:00;2421.60999999
NE;NORDESTE;2001-01-01 06:00:00;4485.60000000
S;SUL;2001-01-01 06:00:00;4194.30999999
SE;SUDESTE;2001-01-01 06:00:00;17614.18929672
N;NORTE;2001-01-01 07:00:00;2286.15000000
NE;NORDESTE;2001-01-01 07:00:00;4263.90000000
S;SUL;2001-01-01 07:00:00;3916.09000000
SE;SUDESTE;2001-01-01 07:00:00;16544.24065030
N;NORTE;2001-01-01 08:00:00;2233.17999999
NE;NORDESTE;2001-01-01 08:00:00;4335.00000000
S;SUL;2001-01-01 08:00:00;4091.40000000
SE;SUDESTE;2001-01-01 08:00:00;16800.60200388
N;NORTE;2001-01-01 09:00:00;2228.71000000
NE;NORDESTE;2001-01-01 09:00:00;4398.30000000
S;SUL;2001-01-01 09:00:00;4281.39999999
